timestamp=02-12-2014_13-00-00

#####
TYPE=air_humidity
DATA:18
	val,timestamp,lng,lat,csv_id
	66.6,2014-12-02 12:30:09,(119.517, 11.272),PALAWAN-JTFM_VILLA_LIBERTAD-VAISALA
	82.8,2014-12-02 12:45:09,(121.37649999999999, 15.4077),AURORA-DINGALAN_CENTRAL_SCHOOL-VAISALA
	62.7,2014-12-02 13:00:09,(123.980222, 10.322383),CEBU-PAGASA_MACTAN_STATION-VAISALA
	67.7,2014-12-02 13:00:09,(123.41116700000001, 10.877722),NEGROS_OCCIDENTAL-NEW_GOVERNMENT_CENTER-VAISALA
	57.0,2014-12-02 12:45:08,(122.3676, 11.697217),AKLAN-KALIBO_CAPITOL_PLAZA-VAISALA
	57.3,2014-12-02 12:30:08,(120.249, 11.864000000000001),PALAWAN-CORON-VAISALA
	64.0,2014-12-02 12:45:09,(121.9534, 16.140000000000001),AURORA-DINALUNGAN_NATIONAL_HIGH_SCHOOL-VAISALA
	52.7,2014-12-02 13:15:09,(123.43688899999999, 13.2995),ALBAY-LIBON-VAISALA
	64.9,2014-12-02 13:00:09,(124.235167, 7.196167),COTABATO-PEOPLE%27S_PALACE_GROUNDS-VAISALA
	0.0,2014-12-02 12:30:08,(123.486, 8.0967000000000002),ZAMBOANGA_DEL_SUR-DIPOLO-VAISALA
	56.6,2014-12-02 14:15:06,(122.5793, 10.772266999999999),ILOILO-JARO-VAISALA
	37.6,2014-12-02 12:45:08,(125.097478, 6.0554249999999996),GENERAL_SANTOS_CITY-GENERAL_SANTOS_AIRPORT-VAISALA
	68.6,2014-12-02 12:30:08,(126.01673, 9.8903999999999996),SURIGAO_DEL_NORTE-SIARGAO_ISLAND-VAISALA
	56.9,2014-12-02 12:45:09,(124.88436, 11.775138999999999),SAMAR-PAGASA_CATBALOGAN_STATION-VAISALA
	72.8,2014-12-02 12:00:11,(119.91670000000001, 8.9167000000000005),PALAWAN-RANGER_STATION%2c_TUBBATAHA_REEF-VAISALA
	71.4,2014-12-02 12:45:08,(121.923, 7.008),ZAMBOANGA_CITY-WMSU_COMPOUND-VAISALA
	47.3,2014-12-02 12:45:08,(120.47505, 17.368200000000002),ILOCOS_SUR-ISPSC-VAISALA
	60.5,2014-12-02 12:30:08,(123.700389, 13.884499999999999),CAMARINES_SUR-GARCHITORENA_MUNICIPAL_GROUNDS-VAISALA

#####
TYPE=rain_value
DATA:316
	val,timestamp,lng,lat,csv_id
	0.0,2014-12-02 13:15:06,(121.83338000000001, 14.177770000000001),QUEZON-ATIMONAN-RAIN2
	0.0,2014-12-02 12:45:08,(121.09999999999999, 16.332999999999998),NUEVA_VIZCAYA-BRGY._HOLYWOOD-RAIN1
	0.2,2014-12-02 13:00:06,(125.7514, 8.7129999999999992),AGUSAN_DEL_SUR-BAYUGAN_CITY_HALL-RAIN2
	0.0,2014-12-02 12:30:10,(124.595833, 12.070278),SAMAR-NORTHWEST_SAMAR_STATE_UNIVERSITY-RAIN2
	0.0,2014-12-02 13:00:06,(121.61776, 14.04466),QUEZON-BRGY._KATIGAN_KALURAN-RAIN2
	0.0,2014-12-02 13:00:07,(120.85594399999999, 17.095139),MOUNTAIN_PROVINCE-BESAO-RAIN2
	0.4,2014-12-02 13:00:07,(121.27986, 17.10895),MOUNTAIN_PROVINCE-NATONIN-RAIN2
	0.0,2014-12-02 13:15:06,(121.489107, 16.920684999999999),KALINGA-RIZAL-RAIN2
	0.0,2014-12-02 12:30:07,(120.729854, 13.44192),OCCIDENTAL_MINDORO-BALAO_ELEMENTARY_SCHOOL%2c_BALAO-RAIN2
	0.0,2014-12-02 12:45:10,(120.471861, 14.628917),BATAAN-BRGY_CABOG-CABOG-RAIN2
	0.0,2014-12-02 13:00:06,(126.448292, 7.7910300000000001),DAVAO_ORIENTAL-CATEEL-RAIN2
	0.0,2014-12-02 13:00:07,(125.95547000000001, 8.0693000000000001),AGUSAN_DEL_SUR-VERUELA_MUNICIPAL_HALL-RAIN2
	0.0,2014-12-02 13:00:06,(120.268806, 16.042221999999999),PANGASINAN-BINMALEY_PANGASINAN_STATE_UNIVERSITY-RAIN2
	0.0,2014-12-02 13:00:07,(125.40161999999999, 9.6185600000000004),SURIGAO_DEL_NORTE-MALIMONO-RAIN2
	0.0,2014-12-02 13:00:06,(124.827585, 8.7701829999999994),MISAMIS_ORIENTAL-QUEZON-RAIN2
	0.0,2014-12-02 13:00:07,(124.586716, 7.1582559999999997),COTABATO-ALEOSAN-RAIN2
