timestamp=30-12-2014_21-50-00

#####
TYPE=air_humidity
DATA:24
	val,timestamp,lng,lat,csv_id
	81.7,2014-12-30 21:30:08,(121.05226999999999, 14.489660000000001),METRO_MANILA-DOST_BICUTAN-VAISALA
	62.5,2014-12-30 21:15:09,(119.968, 15.327),ZAMBALES-PAGASA_IBA_STATION-VAISALA
	77.1,2014-12-30 21:45:08,(123.43722, 13.29946),ALBAY-LIBON-VAISALA
	67.9,2014-12-30 21:30:08,(121.37644400000001, 15.407667),AURORA-DINGALAN_CENTRAL_SCHOOL-VAISALA
	87.9,2014-12-30 21:30:08,(123.403116, 10.869745),NEGROS_OCCIDENTAL-NEW_GOVERNMENT_CENTER-VAISALA
	80.7,2014-12-30 21:30:09,(122.366907, 11.687175999999999),AKLAN-KALIBO_CAPITOL_PLAZA-VAISALA
	72.8,2014-12-30 21:15:09,(121.9564, 16.145299999999999),AURORA-DINALUNGAN_NATIONAL_HIGH_SCHOOL-VAISALA
	85.5,2014-12-30 21:15:08,(122.320283, 10.660233),ILOILO-PORT_AREA-VAISALA
	0.0,2014-12-30 21:15:09,(123.486, 8.0967000000000002),ZAMBOANGA_DEL_SUR-DIPOLO-VAISALA
	89.6,2014-12-30 22:45:06,(122.5793, 10.772266999999999),ILOILO-JARO-VAISALA
	81.2,2014-12-30 21:00:08,(125.097444, 6.0553330000000001),GENERAL_SANTOS_CITY-GENERAL_SANTOS_AIRPORT-VAISALA
	83.0,2014-12-30 21:30:08,(123.34657319999999, 8.5838991999999994),ZAMBOANGA_DEL_NORTE-CITY_AGRICULTURE_OFFICE-VAISALA
	76.4,2014-12-30 21:30:08,(121.923, 7.008),ZAMBOANGA_CITY-WMSU_COMPOUND-VAISALA
	85.5,2014-12-30 21:00:08,(21.535139000000001, 14.050773),QUEZON-BRGY._LITA-VAISALA
	78.3,2014-12-30 21:15:09,(122.33888899999999, 14.696847),QUEZON-BRGY._TALISOY-VAISALA
	79.6,2014-12-30 21:00:08,(124.235167, 7.196167),COTABATO-PEOPLE%27S_PALACE_GROUNDS-VAISALA
