timestamp=08-12-2014_11-50-00

#####
TYPE=air_humidity
DATA:15
	val,timestamp,lng,lat,csv_id
	61.3,2014-12-08 11:30:08,(121.37649999999999, 15.4077),AURORA-DINGALAN_CENTRAL_SCHOOL-VAISALA
	69.9,2014-12-08 11:30:08,(121.923, 7.008),ZAMBOANGA_CITY-WMSU_COMPOUND-VAISALA
	77.3,2014-12-08 11:30:09,(122.3676, 11.697217),AKLAN-KALIBO_CAPITOL_PLAZA-VAISALA
	80.3,2014-12-08 11:30:09,(121.05226999999999, 14.489660000000001),METRO_MANILA-DOST_BICUTAN-VAISALA
	61.2,2014-12-08 11:45:09,(125.65000000000001, 5.9166670000000003),DAVAO_DEL_SUR-JOSE_ABAD_SANTOS-VAISALA
	82.2,2014-12-08 11:30:08,(121.905817, 11.872883),AKLAN-KABULIHAN_SANITARY_LANDFILL%2c_BRGY._KABULIHAN-VAISALA
	92.6,2014-12-08 11:15:08,(123.340575, 13.813891999999999),CAMARINES_SUR-PARTIDO_STATE_UNIVERSITY_TINAMBAC-VAISALA
	65.4,2014-12-08 13:00:05,(122.5793, 10.772266999999999),ILOILO-JARO-VAISALA
	70.4,2014-12-08 11:00:15,(122.320283, 10.660233),ILOILO-PORT_AREA-VAISALA
	85.5,2014-12-08 12:00:08,(123.43688899999999, 13.2995),ALBAY-LIBON-VAISALA
	76.3,2014-12-08 11:45:02,(122.97199999999999, 10.589),NEGROS_OCCIDENTAL-FELISA-VAISALA
	63.9,2014-12-08 12:30:08,(123.02336099999999, 11.175167),ILOILO-URBAN_CENTER_POBLACION-VAISALA
	44.4,2014-12-08 11:30:08,(125.097478, 6.0554249999999996),GENERAL_SANTOS_CITY-GENERAL_SANTOS_AIRPORT-VAISALA
	55.7,2014-12-08 11:00:08,(125.655, 7.1279000000000003),DAVAO_CITY-PAGASA_DAVAO_OFFICE-VAISALA
	43.3,2014-12-08 11:30:08,(120.47505, 17.368200000000002),ILOCOS_SUR-ISPSC-VAISALA

#####
TYPE=rain_value
DATA:292
	val,timestamp,lng,lat,csv_id
	0.0,2014-12-08 12:00:06,(120.413222, 16.015194000000001),PANGASINAN-MALANAY-RAIN2
	0.2,2014-12-08 11:30:08,(121.09999999999999, 16.332999999999998),NUEVA_VIZCAYA-BRGY._HOLYWOOD-RAIN1
